date,ticker,open,close,volume,sentiment_score,ai_model_version,prediction_next_day_return,signal
2023-09-04,FB,103.44,104.19,18711013,0.069,v1.1.0,-0.0012,HOLD
2023-09-08,AMZN,100.95,101.4,33551278,0.14,v1.0.0,0.0431,BUY
2023-10-20,FB,104.23,104.51,95407490,-0.018,v1.1.0,-0.0076,SELL
2023-05-31,GOOG,107.57,106.52,8495002,-0.196,v1.1.0,-0.0232,SELL
2023-05-10,GOOG,108.95,108.29,30967869,0.117,v1.1.0,0.0223,BUY
2024-06-19,GOOG,112.5,113.26,11341647,-0.211,v1.1.0,-0.0088,SELL
2023-12-25,AMZN,96.28,96.15,13091101,-0.347,v1.1.0,-0.0095,SELL
2023-06-13,AMZN,89.19,88.72,51773186,-0.208,v1.0.0,0.0016,HOLD
2024-12-20,GOOG,120.39,120.97,49522739,-0.075,v1.1.0,0.0053,BUY
2024-08-13,MSFT,102.55,102.41,4862653,-0.029,v1.0.0,0.0058,BUY
2023-10-09,GOOG,116.64,116.61,76651573,-0.238,v1.1.0,0.0169,BUY
2023-12-28,MSFT,94.03,93.43,5968161,-0.085,v1.1.0,-0.0081,SELL
2023-10-09,AAPL,94.2,94.89,16518676,0.145,v1.0.0,0.0123,BUY
2024-08-15,GOOG,121.88,121.59,22198961,0.243,v1.1.0,-0.0132,SELL
2023-04-19,AMZN,88.57,89.55,69207401,0.039,v1.0.0,0.0096,BUY
2024-12-16,NVDA,148.66,149.08,8176601,-0.082,v1.1.0,0.0051,BUY
2024-03-11,TSLA,104.94,104.81,2135615,-0.271,v1.1.0,-0.0022,HOLD
2023-04-28,TSLA,96.42,96.69,70518591,-0.053,v1.1.0,-0.0036,HOLD
2024-03-28,NVDA,134.09,134.27,62522861,-0.05,v1.1.0,-0.0033,HOLD
2024-08-02,NFLX,91.52,91.32,37287912,-0.221,v1.0.0,-0.031,SELL
2023-11-13,MSFT,83.74,84.67,8629314,-0.03,v1.0.0,-0.0033,HOLD
2023-01-23,BTCUSD,96.06,96.39,29285737,-0.187,v1.0.0,-0.024,SELL
2023-11-10,ETHUSD,91.77,92.38,20137552,-0.139,v1.1.0,-0.0122,SELL
2024-01-10,TSLA,116.94,115.9,43794762,-0.37,v1.0.0,0.0336,BUY
2024-05-02,AAPL,92.65,93.11,93940995,0.703,v1.1.0,-0.0351,SELL
2024-10-24,AAPL,93.13,91.47,73613177,0.285,v1.0.0,-0.0073,SELL
2024-04-03,TSLA,102.03,102.19,11977412,0.157,v1.0.0,-0.0058,SELL
2023-02-06,FB,100.6,100.22,34475281,-0.054,v1.1.0,0.0249,BUY
2024-12-27,AMZN,94.97,95.25,24865893,0.543,v1.0.0,-0.0052,SELL
2023-01-18,FB,91.73,92.22,23930665,-0.171,v1.0.0,0.0404,BUY
2024-01-16,ETHUSD,102.69,102.32,58560038,-0.372,v1.1.0,0.0084,BUY
2024-12-27,MSFT,100.16,99.26,94162192,-0.071,v1.0.0,-0.0271,SELL
2023-07-19,MSFT,77.14,77.76,93213617,0.226,v1.1.0,-0.016,SELL
2024-07-24,AAPL,99.54,100.09,8332984,0.059,v1.1.0,0.0232,BUY
2023-02-20,MSFT,93.3,92.91,75484807,0.229,v1.0.0,0.017,BUY
2024-10-18,FB,104.43,104.36,33514773,0.109,v1.0.0,-0.0039,HOLD
2024-09-24,NFLX,96.56,96.66,70917586,-0.056,v1.1.0,-0.0044,HOLD
2024-02-06,ETHUSD,105.74,105.22,37202502,-0.081,v1.0.0,0.0235,BUY
2023-05-02,GOOG,110.12,109.31,71275742,0.079,v1.1.0,0.0287,BUY
2024-06-18,TSLA,83.04,83.53,40864440,-0.028,v1.1.0,0.0153,BUY
2023-02-15,MSFT,94.33,94.66,76103801,-0.024,v1.1.0,-0.011,SELL
2024-12-05,NVDA,146.75,147.21,19174845,0.129,v1.0.0,-0.0057,SELL
2024-01-17,AMZN,93.1,92.26,42948741,0.329,v1.1.0,0.0058,BUY
2024-05-02,ETHUSD,90.76,90.64,52988455,-0.038,v1.1.0,0.0335,BUY
2023-03-24,TSLA,99.19,99.86,55808853,-0.129,v1.1.0,0.0131,BUY
2024-04-29,NVDA,134.44,135.02,79363853,0.305,v1.0.0,0.0145,BUY
2023-03-06,FB,96.33,95.84,47702310,0.417,v1.1.0,-0.0218,SELL
2024-03-04,FB,92.16,91.2,17818853,-0.184,v1.0.0,-0.0312,SELL
2023-12-01,ETHUSD,89.55,89.77,29763461,0.035,v1.0.0,-0.028,SELL
2023-01-27,BTCUSD,95.38,94.8,88402831,0.361,v1.1.0,0.0451,BUY
2024-09-09,AMZN,114.45,115.25,69773881,0.088,v1.0.0,-0.0038,HOLD
2024-08-22,AAPL,93.18,92.28,96131334,-0.396,v1.0.0,-0.0364,SELL
2024-11-26,BTCUSD,107.3,107.4,71834105,-0.375,v1.1.0,-0.0364,SELL
2023-03-20,ETHUSD,99.59,100.29,66762672,0.024,v1.1.0,0.0213,BUY
2024-04-18,NVDA,135.59,135.61,53697237,0.062,v1.1.0,0.0233,BUY
2024-02-07,FB,93.86,93.76,16514612,-0.484,v1.0.0,-0.0019,HOLD
2023-02-16,AAPL,101.93,100.12,1426271,0.058,v1.0.0,-0.0048,HOLD
2023-06-06,BTCUSD,96.23,96.78,2304990,0.393,v1.1.0,-0.021,SELL
2023-06-19,GOOG,108.8,110.08,14901118,-0.083,v1.1.0,0.0457,BUY
2024-11-05,GOOG,123.08,123.08,75120945,-0.47,v1.0.0,-0.0377,SELL
2024-06-18,NVDA,133.48,133.14,5022925,-0.189,v1.0.0,-0.0028,HOLD
2023-05-25,TSLA,96.45,96.69,59656472,-0.043,v1.1.0,0.0107,BUY
2023-09-12,NFLX,108.98,108.6,27332452,0.123,v1.0.0,0.0013,HOLD
2024-12-27,NFLX,115.41,116.2,35047399,0.067,v1.0.0,0.0369,BUY
2023-07-12,TSLA,100.69,100.97,64002286,0.121,v1.0.0,-0.0069,SELL
2023-04-25,GOOG,110.27,110.36,24411922,0.561,v1.0.0,-0.0191,SELL
2024-05-20,BTCUSD,111.55,110.51,26865899,0.114,v1.1.0,-0.0043,HOLD
2024-12-18,FB,100.93,100.23,98789642,-0.195,v1.1.0,0.007,BUY
2023-04-10,NVDA,115.58,116.68,89500032,0.213,v1.1.0,-0.0242,SELL
2024-05-15,ETHUSD,89.78,88.83,32729544,-0.252,v1.1.0,-0.0191,SELL
2024-03-19,GOOG,119.23,119.65,83109086,0.309,v1.1.0,-0.0207,SELL
2024-05-28,GOOG,113.81,115.51,50027048,-0.164,v1.1.0,0.0225,BUY
2024-04-01,AMZN,93.49,93.67,26474614,0.176,v1.0.0,0.0362,BUY
2024-09-23,ETHUSD,93.47,93.85,58672924,-0.273,v1.0.0,-0.0026,HOLD
2023-06-30,GOOG,110.03,109.5,67591357,-0.198,v1.0.0,-0.0114,SELL
2024-11-15,ETHUSD,97.86,97.6,87348130,0.15,v1.0.0,0.0093,BUY
2023-12-26,TSLA,113.93,112.88,30339152,0.246,v1.1.0,0.0042,HOLD
2024-08-20,FB,103.12,102.35,71102943,0.053,v1.1.0,-0.0115,SELL
2023-01-23,ETHUSD,98.06,98.97,54237893,0.279,v1.0.0,-0.0217,SELL
2024-04-29,NFLX,86.01,85.46,77412477,0.049,v1.1.0,0.0016,HOLD
2024-01-03,AMZN,96.51,96.59,21367441,-0.124,v1.1.0,-0.016,SELL
2023-08-04,TSLA,100.19,100.33,3155245,0.174,v1.1.0,-0.0191,SELL
2024-02-08,AMZN,101.67,101.58,43088305,-0.03,v1.0.0,0.0152,BUY
2023-11-01,AMZN,97.49,96.55,33012050,-0.278,v1.0.0,0.0122,BUY
2023-12-12,ETHUSD,92.03,90.98,91218923,-0.301,v1.0.0,0.0036,HOLD
2024-04-15,NVDA,135.99,136.1,80160400,0.509,v1.1.0,-0.0073,SELL
2023-09-22,AMZN,102.3,102.9,78341655,-0.428,v1.0.0,0.0307,BUY
2024-11-21,TSLA,83.13,83.14,75693898,0.05,v1.0.0,0.0085,BUY
2024-05-07,MSFT,102.62,103.6,91407972,0.074,v1.0.0,0.0437,BUY
2024-04-23,FB,94.04,95.48,61530928,0.271,v1.1.0,-0.0295,SELL
2024-04-17,ETHUSD,92.28,93.63,74735510,-0.252,v1.0.0,-0.0139,SELL
2024-05-01,NFLX,85.75,85.56,10025995,-0.31,v1.1.0,-0.0058,SELL
2023-09-05,GOOG,118.09,118.0,63780879,-0.169,v1.0.0,0.0065,BUY
2024-04-17,FB,92.95,94.24,3482871,0.182,v1.0.0,0.0175,BUY
2024-02-13,NVDA,135.56,136.83,36999956,-0.028,v1.1.0,-0.0248,SELL
2024-12-25,TSLA,85.75,85.16,4834468,0.17,v1.0.0,-0.0056,SELL
2024-10-28,TSLA,84.87,85.25,56867016,-0.4,v1.1.0,-0.0218,SELL
2024-10-29,MSFT,101.07,101.95,90875513,-0.001,v1.0.0,-0.0048,HOLD
2024-02-08,NFLX,97.02,96.01,66515844,0.103,v1.1.0,0.0043,HOLD
2024-07-18,AMZN,103.82,103.69,82613182,0.385,v1.0.0,-0.0276,SELL
2023-01-26,NVDA,99.91,100.91,98160618,-0.024,v1.0.0,0.0218,BUY
2024-08-07,NVDA,136.55,136.6,69928819,0.144,v1.1.0,-0.024,SELL
2023-05-12,NFLX,115.27,115.27,93826026,-0.247,v1.1.0,0.0344,BUY
2024-12-02,GOOG,120.78,122.17,82519692,0.101,v1.1.0,-0.002,HOLD
2023-01-26,TSLA,97.46,97.32,21026561,-0.213,v1.1.0,-0.0188,SELL
2023-06-21,GOOG,108.94,108.25,53300121,0.207,v1.1.0,0.0454,BUY
2024-01-18,NVDA,134.29,135.2,69438337,-0.062,v1.0.0,-0.0228,SELL
2024-03-29,GOOG,113.63,114.13,53970567,-0.056,v1.1.0,-0.0249,SELL
2023-07-11,BTCUSD,97.65,97.68,43738140,-0.26,v1.1.0,-0.0272,SELL
2024-06-14,AMZN,103.46,104.08,41709213,0.188,v1.1.0,-0.007,SELL
2024-09-19,ETHUSD,95.32,95.57,51819948,-0.276,v1.0.0,0.0282,BUY
2023-01-04,ETHUSD,98.7,98.65,12810483,0.018,v1.0.0,0.0127,BUY
2023-10-04,MSFT,84.04,84.31,54967959,-0.133,v1.0.0,-0.026,SELL
2024-04-12,FB,92.54,93.43,83994327,0.046,v1.0.0,0.0182,BUY
2024-05-01,MSFT,103.14,103.63,28403063,0.042,v1.1.0,-0.0284,SELL
2023-06-28,NVDA,117.32,117.53,25354814,0.7,v1.1.0,-0.0075,SELL
2024-03-15,AAPL,94.82,96.16,68123328,-0.095,v1.0.0,0.0257,BUY
2023-07-20,TSLA,104.96,104.37,89673286,0.046,v1.0.0,-0.0144,SELL
2023-02-27,AMZN,90.22,89.16,41688487,-0.447,v1.1.0,-0.0358,SELL
2024-10-03,NVDA,148.43,147.81,59434757,0.032,v1.1.0,-0.0151,SELL
2024-03-15,MSFT,97.3,97.34,26961235,-0.513,v1.0.0,-0.0096,SELL
2024-07-30,BTCUSD,119.64,120.25,27947591,-0.222,v1.0.0,-0.0182,SELL
2024-06-26,GOOG,113.98,113.52,19919819,-0.247,v1.1.0,-0.0411,SELL
2023-02-10,NVDA,110.2,112.11,68700711,0.422,v1.0.0,-0.0025,HOLD
2023-08-14,AMZN,95.71,95.79,29349229,0.055,v1.0.0,-0.013,SELL
2024-06-06,TSLA,84.01,85.11,63034929,0.234,v1.1.0,0.0007,HOLD
2024-04-23,ETHUSD,94.92,94.48,94703531,0.173,v1.1.0,-0.0067,SELL
2024-03-25,MSFT,96.3,95.33,44134279,-0.398,v1.1.0,0.0214,BUY
2023-01-17,GOOG,104.06,103.37,44399118,0.297,v1.1.0,0.0094,BUY
2024-01-01,TSLA,111.59,111.43,87645214,-0.091,v1.0.0,-0.0152,SELL
2024-11-04,ETHUSD,95.54,95.1,50269172,0.034,v1.1.0,-0.0213,SELL
2023-04-05,NFLX,113.79,113.96,16779315,0.184,v1.1.0,0.0437,BUY
2023-08-24,NVDA,115.24,117.27,27570550,-0.196,v1.0.0,-0.0231,SELL
2024-11-20,ETHUSD,98.97,99.01,36474487,0.295,v1.1.0,-0.0129,SELL
2023-05-17,FB,98.3,99.73,84370863,-0.044,v1.1.0,0.0207,BUY
2024-09-16,MSFT,96.62,95.9,6906419,-0.128,v1.1.0,0.0162,BUY
2023-07-06,NVDA,118.59,119.2,1558435,0.297,v1.0.0,0.0062,BUY
2024-01-26,MSFT,91.18,90.89,62166421,0.027,v1.0.0,-0.0341,SELL
2023-05-19,TSLA,94.14,94.94,92872532,0.018,v1.1.0,0.0216,BUY
2024-04-10,BTCUSD,113.28,114.22,32489547,-0.366,v1.1.0,-0.014,SELL
2023-06-13,AAPL,91.27,91.37,26326950,-0.338,v1.1.0,-0.0082,SELL
2024-03-26,FB,88.6,89.05,70610834,0.087,v1.0.0,-0.0414,SELL
2023-10-12,NFLX,113.74,112.86,13036416,-0.214,v1.1.0,0.0142,BUY
2023-03-02,NFLX,113.91,113.3,9532449,0.231,v1.0.0,0.0303,BUY
2023-10-17,AAPL,93.59,93.24,66270052,-0.333,v1.1.0,-0.0009,HOLD
2024-08-05,FB,106.09,105.72,88771974,-0.125,v1.0.0,-0.0518,SELL
2023-08-24,FB,101.63,100.41,8499403,0.083,v1.0.0,0.0181,BUY
2023-04-04,TSLA,98.61,97.79,90120337,-0.022,v1.1.0,-0.0027,HOLD
2023-04-26,GOOG,110.18,110.86,60314129,0.154,v1.0.0,-0.0013,HOLD
2024-02-05,AAPL,91.07,91.0,44813678,0.193,v1.0.0,0.0042,HOLD
2024-11-29,FB,100.95,100.42,85740376,-0.228,v1.0.0,-0.0302,SELL
2023-06-20,NVDA,118.5,117.37,67611182,0.158,v1.0.0,0.0004,HOLD
2024-10-16,MSFT,101.1,100.54,68861623,-0.493,v1.1.0,0.0396,BUY
2023-07-18,AAPL,95.03,95.46,62272721,-0.147,v1.0.0,-0.0056,SELL
2024-01-30,FB,96.99,97.13,65706199,-0.052,v1.1.0,-0.0153,SELL
2024-01-12,TSLA,114.95,116.56,56495726,0.281,v1.1.0,0.0196,BUY
2024-12-09,NFLX,116.04,117.03,37780118,-0.242,v1.0.0,0.0127,BUY
2023-09-05,ETHUSD,96.14,95.54,15136225,-0.081,v1.0.0,0.0217,BUY
2023-02-03,AMZN,95.86,96.38,7819489,0.122,v1.0.0,0.0319,BUY
2023-04-21,AAPL,101.17,101.56,73251709,0.113,v1.0.0,-0.0126,SELL
2023-04-04,AMZN,91.36,91.01,2585013,-0.617,v1.1.0,0.0109,BUY
2024-06-25,GOOG,112.03,112.18,1241517,-0.567,v1.1.0,0.0328,BUY
2023-01-18,NVDA,98.52,99.13,89641063,0.017,v1.0.0,0.011,BUY
2024-10-17,GOOG,125.75,124.49,91293225,-0.001,v1.0.0,-0.0113,SELL
2023-09-19,BTCUSD,100.37,100.78,27986882,0.347,v1.0.0,-0.0174,SELL
2023-03-07,TSLA,104.29,104.86,18259215,-0.132,v1.0.0,0.016,BUY
2023-04-20,TSLA,94.89,95.08,65518965,0.098,v1.0.0,0.0051,BUY
2024-07-15,AMZN,101.61,100.84,91099031,-0.274,v1.1.0,-0.0064,SELL
2023-06-01,AAPL,94.17,95.2,94436038,-0.146,v1.0.0,-0.0075,SELL
2023-01-09,AAPL,97.48,97.27,68093152,0.161,v1.0.0,-0.0038,HOLD
2023-11-03,FB,102.06,103.09,70926419,0.163,v1.1.0,0.0119,BUY
2024-01-11,NVDA,130.0,129.2,50308964,-0.279,v1.0.0,0.0082,BUY
2024-04-11,FB,91.13,90.67,71089154,-0.053,v1.1.0,0.0267,BUY
2024-01-30,GOOG,120.78,120.53,38876648,0.294,v1.1.0,-0.0082,SELL
2024-09-19,MSFT,94.25,94.58,26499282,-0.178,v1.1.0,-0.03,SELL
2024-05-08,GOOG,116.86,116.58,50727685,-0.177,v1.1.0,0.0031,HOLD
2024-10-31,MSFT,100.67,100.63,37321997,0.381,v1.0.0,-0.0048,HOLD
2024-07-16,GOOG,115.59,114.65,32682596,-0.204,v1.1.0,-0.0131,SELL
2024-01-11,BTCUSD,114.44,113.69,13227421,-0.01,v1.0.0,0.0117,BUY
2023-02-03,GOOG,103.93,103.25,97933400,-0.045,v1.1.0,0.0645,BUY
2023-06-07,NFLX,121.24,121.83,77347961,0.438,v1.1.0,0.0007,HOLD
2024-01-08,NVDA,129.22,128.71,66503282,0.012,v1.1.0,0.0227,BUY
2024-10-24,ETHUSD,97.69,97.51,12801787,-0.403,v1.0.0,-0.0057,SELL
2023-04-18,ETHUSD,97.05,98.22,32252423,-0.332,v1.1.0,-0.0049,HOLD
2023-02-21,FB,93.84,93.61,49226993,0.316,v1.1.0,0.003,HOLD
2023-06-20,TSLA,93.37,92.26,61680218,-0.387,v1.0.0,0.0106,BUY
2023-06-14,FB,104.84,104.52,8474933,-0.258,v1.0.0,0.0016,HOLD
2024-01-15,NVDA,131.9,132.61,49370574,-0.115,v1.1.0,0.0112,BUY
2024-01-04,NFLX,111.83,111.97,28187262,-0.193,v1.0.0,0.0098,BUY
2023-07-27,TSLA,101.07,101.2,94273849,0.025,v1.1.0,-0.0014,HOLD
2023-09-06,ETHUSD,96.35,96.36,64287821,-0.102,v1.0.0,-0.0041,HOLD
2023-09-07,BTCUSD,96.27,96.28,31277582,-0.21,v1.0.0,-0.0009,HOLD
2024-10-04,GOOG,127.71,128.59,70320792,-0.099,v1.1.0,-0.0121,SELL
2023-12-19,NVDA,126.39,126.25,19127766,-0.177,v1.0.0,0.0051,BUY
2023-06-08,ETHUSD,102.3,101.72,39072966,-0.173,v1.0.0,0.0027,HOLD
2024-04-10,NVDA,136.47,135.29,24740579,-0.075,v1.0.0,-0.0244,SELL
2024-07-24,MSFT,104.3,103.41,46520417,0.517,v1.0.0,-0.0269,SELL
2024-06-05,NVDA,132.64,132.47,20671437,-0.116,v1.0.0,-0.0284,SELL
2023-03-13,FB,97.17,97.99,66325601,-0.132,v1.0.0,-0.016,SELL
2024-06-17,GOOG,114.52,114.2,60398798,0.048,v1.1.0,-0.0291,SELL
2024-04-03,MSFT,97.81,97.13,96042446,-0.087,v1.0.0,-0.0135,SELL
2023-04-06,MSFT,92.03,91.51,34128104,-0.099,v1.1.0,0.0059,BUY
2024-10-11,MSFT,98.5,98.93,98817888,-0.024,v1.1.0,0.0217,BUY
2023-05-01,TSLA,96.02,96.38,56746309,-0.312,v1.0.0,0.0178,BUY
2023-04-19,GOOG,108.47,108.08,81571717,0.298,v1.1.0,-0.024,SELL
2023-01-05,AMZN,99.28,99.83,61774080,-0.233,v1.0.0,0.0176,BUY
2024-08-01,GOOG,120.15,120.43,11113380,-0.255,v1.1.0,-0.028,SELL
2024-07-03,GOOG,116.96,118.11,75688619,0.239,v1.0.0,-0.007,SELL
2024-01-22,TSLA,111.84,112.63,36849820,0.358,v1.0.0,-0.0047,HOLD
2023-06-23,BTCUSD,95.18,94.54,89318533,-0.181,v1.0.0,0.0404,BUY
2024-01-25,NFLX,102.48,102.2,40834249,0.108,v1.1.0,-0.0126,SELL
2024-12-26,NVDA,155.21,154.86,78779008,-0.149,v1.0.0,-0.0018,HOLD
2024-01-29,AAPL,92.04,92.08,23843884,-0.452,v1.1.0,-0.0154,SELL
2023-01-02,NFLX,99.69,100.17,73907307,0.216,v1.1.0,0.0337,BUY
2024-07-23,BTCUSD,122.63,122.99,33258133,-0.803,v1.1.0,-0.016,SELL
2024-11-21,GOOG,120.63,120.87,58438284,-0.002,v1.0.0,-0.0155,SELL
2023-11-13,ETHUSD,91.74,92.26,7194989,-0.261,v1.1.0,-0.0179,SELL
2024-09-11,NVDA,142.61,142.62,42037274,0.147,v1.1.0,0.0114,BUY
2023-08-09,NFLX,111.07,110.56,92814114,0.445,v1.1.0,-0.0178,SELL
2024-10-14,TSLA,81.28,82.35,52516566,-0.061,v1.1.0,-0.023,SELL
2024-01-22,MSFT,92.23,92.58,10101222,-0.187,v1.0.0,0.009,BUY
2023-03-29,ETHUSD,96.69,94.68,15236603,-0.336,v1.0.0,-0.0016,HOLD
2023-01-03,NVDA,101.72,102.83,39435374,0.411,v1.0.0,-0.0013,HOLD
2024-04-08,GOOG,112.39,112.31,58338889,0.011,v1.0.0,0.0031,HOLD
2024-06-28,FB,104.27,104.51,41600879,-0.351,v1.1.0,0.0116,BUY
2023-01-25,NFLX,105.68,105.69,28205162,0.077,v1.1.0,0.0212,BUY
2024-10-23,ETHUSD,95.45,96.51,10084138,0.153,v1.1.0,0.0008,HOLD
2023-06-13,TSLA,95.6,94.52,94314001,-0.437,v1.0.0,-0.0162,SELL
2023-06-05,ETHUSD,103.85,102.88,99029550,-0.612,v1.1.0,-0.0103,SELL
2023-05-24,AMZN,89.4,90.02,61746370,-0.57,v1.1.0,-0.0207,SELL
2023-11-10,AMZN,97.7,97.7,48656511,0.089,v1.0.0,0.0202,BUY
2023-12-25,NFLX,113.18,113.66,86629745,-0.075,v1.0.0,-0.0403,SELL
2024-09-18,AAPL,89.72,89.4,52053056,0.197,v1.1.0,0.0019,HOLD
2024-05-08,BTCUSD,109.85,109.25,18637843,0.066,v1.0.0,0.0394,BUY
2023-04-21,TSLA,95.26,94.82,86348915,-0.14,v1.1.0,0.0284,BUY
2024-10-02,AAPL,96.09,95.72,96257798,-0.766,v1.0.0,0.0135,BUY
2024-02-26,FB,95.22,96.12,33395106,0.206,v1.1.0,-0.0128,SELL
2024-06-21,NFLX,83.17,83.07,2268944,0.251,v1.0.0,-0.0136,SELL
2023-01-23,FB,93.74,93.76,46338756,-0.118,v1.1.0,0.0137,BUY
2024-08-30,ETHUSD,92.71,93.12,70518403,-0.068,v1.0.0,0.0016,HOLD
2023-09-28,TSLA,104.18,103.82,31248973,0.097,v1.1.0,0.0282,BUY
2024-07-30,AMZN,105.44,105.74,90151359,-0.475,v1.1.0,-0.0607,SELL
2023-07-04,BTCUSD,95.33,96.25,52789856,0.48,v1.0.0,0.0112,BUY
2023-03-23,NFLX,113.03,114.49,37008592,0.023,v1.0.0,-0.0116,SELL
2023-02-27,MSFT,91.46,91.77,28112075,-0.557,v1.1.0,0.0141,BUY
2024-06-25,NVDA,133.28,133.22,59803759,0.06,v1.0.0,0.0139,BUY
2024-04-23,NFLX,86.15,85.88,14347231,0.135,v1.0.0,0.0089,BUY
2024-10-14,NFLX,92.33,92.1,20315094,-0.017,v1.0.0,0.0034,HOLD
2024-03-14,AAPL,94.18,94.55,90386376,0.584,v1.1.0,-0.038,SELL
2024-05-21,MSFT,104.19,104.53,22616454,0.113,v1.1.0,-0.005,SELL
2023-01-04,GOOG,101.86,101.47,59094411,0.292,v1.1.0,0.0236,BUY
2024-11-11,BTCUSD,108.46,107.76,88791492,0.108,v1.1.0,0.0243,BUY
2024-08-27,MSFT,95.03,95.26,41250109,-0.002,v1.1.0,-0.0253,SELL
2024-04-18,MSFT,101.66,102.08,10475527,0.052,v1.1.0,0.0026,HOLD
2023-09-08,NVDA,122.0,122.32,32083045,0.314,v1.0.0,0.0003,HOLD
2023-03-27,BTCUSD,90.57,90.72,66253838,-0.126,v1.1.0,-0.0178,SELL
2023-03-09,NFLX,115.53,115.69,8400075,-0.27,v1.1.0,-0.0199,SELL
2024-09-30,GOOG,128.63,129.15,82971499,-0.168,v1.1.0,0.0254,BUY
2024-07-30,NFLX,88.32,88.9,81447509,-0.477,v1.0.0,-0.0302,SELL
2024-02-27,ETHUSD,107.05,107.19,68613607,0.121,v1.0.0,-0.0044,HOLD
2024-10-02,NFLX,92.92,94.13,41896777,-0.428,v1.0.0,0.007,BUY
2024-06-19,ETHUSD,92.92,91.43,42709450,-0.125,v1.0.0,0.0164,BUY
